arm,kind,rho,local_kind,metric,quantile_weight,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,median_correction_metric_norm,p90_correction_metric_norm,median_gradient_cosine,median_proposal_cosine,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.21138990325336415,0.667530808348975,0.9215368694087444,0.8980000000000002,0.31690625,0.15845312499999992,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,0.0,0.0,-0.12418772180278026,-0.19399417213394476,60,1,42,0,0.2222222222222222,0.0,0.05555555555555555,0.0,0,0.0,0.004368836840206346,0.8773124755101295,0.5634186222164385,-0.0065137020372425265,-0.0008390216634234322,"{""local"": 4, ""none"": 14}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,12.0,3584.0,3584.0,3.0,1536.0,1536.0,142200.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,3.375,3,909.1520047902545,0.475123700016411
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.21063052979543628,0.6664694818289405,0.9201998735197747,0.8980000000000002,0.31690625,0.15845312499999992,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,0.0,0.0,-0.12494709526070813,-0.1950554986539793,60,1,42,0,0.2222222222222222,0.0,0.05555555555555555,0.0,0,0.0,0.004790418842450527,0.8773684303152529,0.5634186222164385,-0.0065137020372425265,-0.0008390216634234322,"{""local"": 2, ""none"": 14, ""quantile"": 1, ""quantile+local"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,12.0,3584.0,3584.0,3.0,1536.0,1536.0,142200.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,3.375,3,909.1520047902545,0.5400388000125531
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.2033802670594329,0.6569269115170056,0.9080732608321235,0.8980000000000002,0.29346875,0.14673437499999992,0.21141168078858374,0.672869750388462,0.9216418162977515,0.8980000000000002,0.2668437499999999,0.13110937499999992,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,-0.12416594426756067,-0.18865523009445784,-0.1321973579967115,-0.20459806896591426,60,1,57,0,0.5,0.0,0.05555555555555555,0.0,0,0.0007314985424481626,0.020034014164046477,0.8812759390595997,0.5699446170738183,-0.007432674561933203,-0.0008968637331271174,"{""local"": 1, ""none"": 9, ""quantile"": 7, ""quantile+local"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,3.375,3,909.1520047902545,0.6313547000172548
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.24044949594769927,0.7027615555608421,0.9746934695708603,0.7240000000000002,0.4191874999999999,0.20728124999999992,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,0.3355776250561444,0.8615249804829198,1.0867085792173006,0.8980000000000002,0.3059062499999999,0.09500000000000001,0.0,0.0,-0.09512812910844515,-0.15876342492207773,60,1,42,0,0.5,0.0,0.05555555555555555,0.0,0,0.002467986646145254,0.02960092144338561,0.29116122475935097,0.28228075319861246,-0.005948517864284512,-0.0019455275227643009,"{""local"": 2, ""none"": 9, ""quantile"": 4, ""quantile+local"": 3}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,12.0,3584.0,3584.0,3.0,1536.0,1536.0,142200.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,3.375,3,909.1520047902545,0.6962268000061158
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.04003802779782362,0.41258621539098195,0.5046367291737085,0.9750000000000001,0.23453125000000005,0.07023437499999999,0.04993811047943808,0.46508161907474116,0.5671367099829443,0.9750000000000001,0.28468750000000004,0.08195312499999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.035222043532732616,-0.14573686406995218,-0.04512212621434708,-0.1982322677537114,47,0,52,0,0.0,0.0,0.0,0.0,0,0.0031539198625405566,0.004765111421142684,0.762900275255518,0.8446676035800371,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.45899420001660474
lbqcd,paper,0.0,paper,adam,0.0,0.04138932054901234,0.41366717577302425,0.5096820588324515,0.9750000000000001,0.22281250000000005,0.07023437499999999,0.05062113455508532,0.4657905979662324,0.5707760645517858,0.9750000000000001,0.2657812500000001,0.07999999999999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.034539019457085374,-0.14502788517846094,-0.043770833463158354,-0.19715130737166908,47,0,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.2634717000182718
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.03329195179275546,0.3789244290114423,0.4588885938050351,0.9750000000000001,0.26906250000000004,0.06601562500000002,0.04673275240453245,0.4554876450603113,0.5504035795828507,0.9750000000000001,0.30812500000000004,0.07999999999999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.038427401607638245,-0.15533083808438203,-0.05186820221941524,-0.23189405413325104,47,0,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.35767880000639707
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.04126025626408181,0.42253787123798353,0.5165025422809156,0.9750000000000001,0.2540625000000001,0.07414062499999999,0.05147351877686379,0.4754795707421689,0.5772918888434618,0.9750000000000001,0.2809375,0.08390624999999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.033686635235306905,-0.13533891240252444,-0.04389989774808889,-0.1882806119067098,47,0,52,0,0.33333333333333337,0.0,0.1111111111111111,0.0,0,0.0,0.025056257184370902,0.6906801333325536,0.8326871931151911,-0.0037041876832969536,-0.00029517288090505486,"{""local"": 3, ""none"": 12, ""quantile"": 3}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.5603316000197083
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.04131621125068197,0.4235805364552091,0.5176290086829454,0.9750000000000001,0.2540625000000001,0.07414062499999999,0.05169258104753771,0.4768862733996019,0.5785842243900875,0.9750000000000001,0.27703125,0.08585937499999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.033467572964632986,-0.13393220974509146,-0.04384394276148873,-0.18723794668948424,47,0,52,0,0.33333333333333337,0.0,0.1111111111111111,0.0,0,0.0,0.02673430174243765,0.6841125981838592,0.8346210357765197,-0.004294025932645343,-0.00029479043001950965,"{""local"": 2, ""none"": 12, ""quantile"": 4}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.6722449000226334
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.0410979442452466,0.4250903016141246,0.5180085896980774,0.9750000000000001,0.2618750000000001,0.07804687499999999,0.052145970169793276,0.47966993314362977,0.5812005305090212,0.9750000000000001,0.29250000000000004,0.08585937499999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.03301418384237742,-0.13114855000106357,-0.0440622097669241,-0.18572818153056875,47,0,52,0,0.38888888888888884,0.0,0.1111111111111111,0.0,0,0.0,0.03007400907743977,0.6727715101987988,0.8380702233250927,-0.005099794936510383,-0.00039553958679005804,"{""local"": 2, ""none"": 11, ""quantile"": 5}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.8024689000158105
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.029908747169729466,0.3793317044268442,0.45426444945252636,0.9750000000000001,0.26906250000000004,0.06437499999999999,0.04576341072706569,0.4584165349717426,0.552507506004261,0.9750000000000001,0.28468750000000004,0.08195312499999999,0.0851601540121707,0.6108184831446933,0.716039601015775,0.7350000000000002,0.445,0.10539062499999999,-0.03939674328510501,-0.15240194817295072,-0.05525140684244123,-0.23148677871784912,47,0,52,0,0.2777777777777778,0.0,0.1111111111111111,0.0,0,0.0,0.03045979402023936,0.8601709551829007,0.9532632873444515,-0.006528720548351054,-0.002138920102317637,"{""local"": 2, ""none"": 13, ""quantile"": 3}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,1.375,8,285.0311917108794,0.9172241000051145
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.15141962403023612,0.6848550089586064,1.0049419103742492,0.79,0.4940625,0.12023437499999999,0.16171503426455835,0.7200222843087712,1.0271553161645004,0.79,0.5096875,0.11632812499999999,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.17889741395024572,-0.3928789675171046,-0.18919282418456795,-0.42804624286726944,60,1,57,0,0.0,0.0,0.0,0.0,0,0.003233373527389066,0.004352911757586744,0.819440973706608,0.9081542410429463,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.45703650001087226
lbqcd,paper,0.0,paper,adam,0.0,0.15314018142850516,0.6896876893232883,1.0125256826059017,0.79,0.49015625,0.128046875,0.16294130565773557,0.7229224951039046,1.0323849680288437,0.79,0.501875,0.12414062499999999,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.1776711425570685,-0.38997875672197124,-0.1874722667862989,-0.42321356250258757,60,1,57,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.2674461000133306
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.13067013810068673,0.6168406421694576,0.9349986460443517,0.79,0.5253125,0.13242187499999997,0.1443600565458203,0.6632866678790211,0.9732576081707841,0.79,0.52921875,0.11679687499999998,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.19625239166898378,-0.4496145839468547,-0.20994231011411735,-0.4960606096564183,60,1,57,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.35893790001864545
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.15232785115020198,0.6886694512065651,1.0095842963087045,0.79,0.4940625,0.12414062499999999,0.16255877346922398,0.7218473304229399,1.0308791421271783,0.79,0.501875,0.12414062499999999,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.1780536747455801,-0.39105392140293593,-0.1882845970646021,-0.42423180061931076,60,1,57,0,0.11111111111111116,0.0,0.0,0.0,0,0.0,0.003334007411479168,0.8317410682440295,0.908538536083985,-0.014561076950260179,-0.0016886042717594663,"{""local"": 1, ""none"": 16, ""quantile"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.5589702000143006
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.15228455754363734,0.6887091222867114,1.0094403879558764,0.79,0.4940625,0.12414062499999999,0.16255877346922398,0.7218473304229399,1.0308791421271783,0.79,0.501875,0.12414062499999999,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.1780536747455801,-0.39105392140293593,-0.18832789067116673,-0.4241921295391644,60,1,57,0,0.11111111111111116,0.0,0.0,0.0,0,0.0,0.003334007411479168,0.8313347012932055,0.908538536083985,-0.014561076950260179,-0.0016886042717594663,"{""local"": 1, ""none"": 16, ""quantile"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.6674760000023525
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.15121818762272943,0.6859379682251485,1.0058069443668822,0.79,0.4940625,0.12218749999999999,0.16208884201241958,0.7202323727273142,1.0290756668626855,0.79,0.50578125,0.12218749999999999,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.1785236062023845,-0.39266887909856163,-0.18939426059207465,-0.42696328360072733,60,1,57,0,0.2222222222222222,0.0,0.0,0.0,0,0.0,0.01123492234560264,0.8280030310460291,0.908538536083985,-0.015869932448623645,-0.001689471107945597,"{""local"": 1, ""none"": 14, ""quantile"": 3}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.7758291999925859
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.17426599472864446,0.6978487832465189,1.0884510005102859,0.6900000000000001,0.47546875,0.171015625,0.19805670535603337,0.8059974103347397,1.1254777556102693,0.79,0.50734375,0.17296875,0.3406124482148041,1.1129012518258758,1.343533529907335,0.79,0.689375,0.16820312499999998,-0.1425557428587707,-0.30690384149113614,-0.16634645348615962,-0.41505246857935696,60,1,52,0,0.5,0.0,0.0,0.0,0,0.0043674680923082645,0.06646449737433288,0.25425628072311296,0.5284536526029524,-0.007543001067605646,-0.006620893086242203,"{""local"": 1, ""none"": 9, ""quantile"": 6, ""quantile+local"": 2}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,0.9375,8,309.30971544635565,0.8954374000022653
