output_index,direction,offset,length,sha256
7,15,34720,1120,76708e30b0f89d0a73ac427198538ee32ef6e3f6c1678090434347b30d9840a2
12,0,35840,1120,93af17204a1dcaa946fb6ed57ffe8d9bd72ff1aefdf02e8d0099d6d3eb210bae
12,1,36960,1120,99fb0bfae0b9099b54b10764036e7fd6e7e919fa009ab2d756035fddd24e7b77
12,2,38080,1120,e285cd1210b168547ad23b0acecb7bf89d4f255ff63c947a23e5497160e9baa9
12,3,39200,1120,a62ef4ba8ec6fc9eb780489b92edec1d5a4604ac399fe33450cc504e6d23745a
12,4,40320,1120,5f7e771a96f331e793c13ba7c39229d4ed015ec4ab842518bf46cb724f332541
12,5,41440,1120,25bb1ac27a2891c1ff74d3976a41d008b40eec81ee8fb1c1295c4e603cc80d79
12,6,42560,1120,d62c9f2096274c72ecfdbd2b638c7c0f4a0b0b7a0543eeba2d7ca581077f13ae
12,7,43680,1120,9b2ad4ba5ec5444589cfaa3ec8f1741a08a04ea75292308e648e63f97c0784b1
12,8,44800,1120,b7f569145ff98d5ad3b8b76d140251402059ca58398b294987b17f5410f3880e
12,9,45920,1120,a9900ee6df373aaafd4da34a1b263bd953afb20205231c8bfa569f568b53cdd2
12,10,47040,1120,decca0cadc8076d61e28c6505d3b5f5db5c788753ca18606e657b24a9f751a57
12,11,48160,1120,4e9e3d35b63dff7b9fe60843854d8b976a71b0cce22c01ac7f2e76a447d704a7
12,12,49280,1120,f7f2c8b3ab7d20049da629266cae0831237ab0cc350734afdab1aaf5818e142d
12,13,50400,1120,2fc23d31b395305500a1fd891a055714b33c1ac66b20dd334c957c0b84feaeb1
12,14,51520,1120,c08d0ab9c74069730dc9d62a19c31ec47fe4c7ca0ebddbc21f8bf711b50d80dd
12,15,52640,1120,7bf66bbe4cdbd80abc5250ef3706315d3361892fd8b1b7519e948f2090d8deda
17,0,53760,1120,1175e7682cb557c74dac693a3246f8230ca29358303d9eea8cd102ad3ebdf3bf
17,1,54880,1120,cbc6e6b0348b7004d154e669b65b15ad661e9728b8558e6e72894c0aa1c9356d
17,2,56000,1120,75dac49c70509cf67285d5dd36fb89966b68624a17739ec30029394a535346d4
17,3,57120,1120,fb39ef37d4026f15a57b5053074c6b26e2513ed22c1a82e24d6d57d0637044f2
17,4,58240,1120,754262715dc9e60cff0fb900bb7ea324f3b0081bb7d848d72c972ea2f3c19d82
17,5,59360,1120,41a219c0062fb04b0e23df11d2395a41948c4c2b56bec70346aa9f692ab75a6d
17,6,60480,1120,d5c4abd6d216e647e36f8284007e3d59064d9d6c79d018eba7e7d061e6d328e2
17,7,61600,1120,b81cffda40be78e774589cc7cc6efdec894b3689587f1c321e63ba6377d29389
17,8,62720,1120,4929feba8c9d0b7837cf3f28a0fb9782629e461717eb65edeb7b87cacff58699
17,9,63840,1120,54facdec8ad89f396e8ed33e11e10e767e15b68fee51f394eb8be63b18427a61
17,10,64960,1120,50f9d4103f8f309387f151a0721e9977333fb2f7f74f7e9c70a189772f1dd440
17,11,66080,1120,894b7aaec72ee3228a8a0b6c60e508c2fa64d043403c9f65fbeb84afc2da5c01
17,12,67200,1120,0ed61538164e1da0f0ea0ad0b919701afc99d209c62504e295a65c95d526f5bc
17,13,68320,1120,a21604ab1348c86cde3371dfcd8da6922ee2c4e9cb39e57279bf6001975b6f94
17,14,69440,1120,10aa3dcd529dae9ead526ffeeb3590ec76ab8c4f897f41408b8f378f03dee748
17,15,70560,1120,ee81ec7d337e734fae2b27206ee8938795a1a68823fe0a8a742c6a6cc27012f1
22,0,71680,1120,feafbc45b0d7525afe6a16a3c2dad85c1814559c3c0c960f2e5389b9c5d1841a
22,1,72800,1120,62db09e2f55ce4c2a55a4c3bc654589f06a2079c04291a2d531381bc9cfd975b
22,2,73920,1120,06c404ca51d352d632702175fa37d961aadfec7a07f08638c41056b25fa2f889
22,3,75040,1120,3e5e9beb82348ea55d246dea0e8657684f6475f27fb94339e8cb0e8e6514bb4b
22,4,76160,1120,8919ba00240ae8d63839ad323bc7e5d310f797e408539d0729fa65f1689902d6
22,5,77280,1120,3513d18a3ab1a0cba988ee12f9cbdd4dadd1b8daa3094c9408c828eafeb3203d
22,6,78400,1120,624e6f34e3d0c4e6a30d1743b8d707802d116fedeb7ed5c06d67bd1fdb4b7d07
22,7,79520,1120,f9e502a02de6cfe6248dd1a46fb469b1d163c4b277e5d5622605fd82838cc05f
22,8,80640,1120,62be0317c8c589d6456f0107e2b51ec6a52fa7570b1eba798c6fc1bb53e0c708
22,9,81760,1120,c663c215d65a264004285006630191c27aecdf591508881a43590a51b345df46
22,10,82880,1120,890c2d5cbad4addd8f12b7c405d5add2e1e2532bd919b77cf68a777676828890
22,11,84000,1120,250466fbfa00602ba14ba8c7851fde73754bb5fc95e399acb9306016a0c28467
22,12,85120,1120,36411c5f083bf345cbbb73558b4919fb7dadb372c4469e36b29d3623ae758e36
22,13,86240,1120,a02b31d646ac3df0ea271bcbb7818ffc24407bc7e657911d9ddff3706f2a9c4d
22,14,87360,1120,0ccf938e3d7fc9617b82501081b5595cc699961046f2d2be6a0cc80c7d39fa4e
22,15,88480,1120,1ba5f032d96aab389f40504eb5ba1390da74a89b01e60bbe4d8283a743c2e0b9
27,0,89600,1120,94649c25b17470d43c58c28a0d4f80035701d8a072af09311cc490a88a80a884
27,1,90720,1120,f57e8dec380a9a7b24c60a5ca334110327f6eb14513791ea978d824ae8d394cf
27,2,91840,1120,75f13c1653ba6696d7b9f59916489de25ee77fe4bc4b8bccbec66f0b10a765e6
27,3,92960,1120,ea4416df6dd8952fe3f73857deb7c008d853169d7532f64538bcbdc06befb7b8
27,4,94080,1120,5f69b7ce0034a6891b808ee677580091130b707bccd98bcafbe281a8a4d999e4
27,5,95200,1120,144b0449802ae19721fc8dd2259e3cd62c1fa489a830269070f22aecc79d01d5
27,6,96320,1120,a6c74634883703c0c6d1aa16c9d43627117517872979f4f132f9164e333e2af0
27,7,97440,1120,ab7ae50e9f7dea98a6a56b440e5da066941e184310dc64172de3be5793da18b5
27,8,98560,1120,8e1e72e5d193c216debae15de3042688ffe3dbf10c83e913e7942ae54641dfff
27,9,99680,1120,afd20054446fc0d5aebec4eb217dd3909b31a3d442a10ae6cfa64edd5fac3bb8
27,10,100800,1120,52253e41d1a3c12ed1d2142365c4c069813f4239b56ac3ff3be7d6ef02740a39
27,11,101920,1120,33034b59fcc0cd9ce70bae77e3227bdcf94d8a23effcec61c38e3a6f3caf3ace
27,12,103040,1120,9c1387e629d4e3df25a885d220432b0b0d0429bafb3900c710634fe35294d05b
27,13,104160,1120,7d8dc874662ec111520ffff74734ff88f28c9709047be20d3279a7f9a3652b5f
27,14,105280,1120,ceb2114d3699a038d2b2f03e6a7425daae690098119736b47e2187b901f8bbaf
27,15,106400,1120,a092009b6e4cf4fc1e12d60cdd9e2f37f068c604a5faccfd4ba471c2f3efddef
32,0,107520,1120,565d54c98602e8afef962e77ca9d6eabfa0826dc5e842016c8e2151212efd8e8
32,1,108640,1120,198ee739aeeb6b5430726b679533ae05454c21c4bbb4d5fd9c49a969fb22b7d8
32,2,109760,1120,2086ba692202ce2727aefe259153a3a142d77da2335792d1ce6422a2b08c472a
32,3,110880,1120,16e106a8297702264a69bcb0b71218c3fe320e51e394c887ce16f480a11af3b1
32,4,112000,1120,e745a201540b73fb376e1d699c640ecabcdf6895001a830779a6851856853a5c
32,5,113120,1120,1aa8f21c8b1c6e2c81a7d628030b006fd84d394cf9181ffbe7dbbe591f1a96a9
32,6,114240,1120,469ff9c1695ed07af9acd76cb480afc89cc144b2ba23c779078d2f4449b35cc4
32,7,115360,1120,dd80c7b73126ebae6a28dc2ec432f63e75489def606067a2d081ebc4c93b6074
32,8,116480,1120,37ac04085b53a0a7f656f3ed433105302a5a6ff726fc972b1938b472d81a6167
32,9,117600,1120,54c96d06b33cfa1efe02f0bc96c1ffa602e971477d5b48ec83dda3603bbf9e1a
32,10,118720,1120,d7bee6677c5318aff46f47c4446a1df68dfc5aa57589e50da8ff455bf527a572
32,11,119840,1120,edae581e42aa147f3b83421ea587b5965221b98fc7e8bdb364af99c338db2bf7
32,12,120960,1120,bbdc6bc082de0e27bce322c4c8bf5e3e956fd2eda35d6aa7e95c0345b6e57a9d
32,13,122080,1120,1c4ec5d3011cc60326a698205c9fce2b766b5c4b8b501ce9e7966f6d369cb102
32,14,123200,1120,9d546c5d808b7387234541b86249f309bfa5f71397dbb3af428441c736b15115
32,15,124320,1120,ecb2c008daf50dc32cd3b55b9cc9a6eaf76b6c4de038cda7941dfada5e73c5de
37,0,125440,1120,e0103606b341af1716865baa9715ac8d7072c3a1e0f36a1c3c065c64a61eaaf5
37,1,126560,1120,eb94508aa471819fb24e0bb0f7fe1bb6e3007bf6f32561949e569f37c8cf7286
37,2,127680,1120,7f819ab6b795b15d70b8fa8a3e79b511f3c587665c8059e60517516b94a51ac3
37,3,128800,1120,f2824b79a94f1f37ae977e6df1368e9fed4a13ca6b744c47949d045f7eab412f
37,4,129920,1120,bd924a8bf2e41543edbd5557be291991788a13970c8f087336567f4686951076
37,5,131040,1120,3a30bd5bad2c5d6675d404fd5925a217cd00750346c32e2de5240f6ef762a746
37,6,132160,1120,6a0c31b3b23e8afc20552fc88791c15c0e4a68cf5df292c98aafa7fc5bcb43e1
37,7,133280,1120,326a5cc1680010899535db73696d576b0a408e6016207a3b7cd23e97011121c9
37,8,134400,1120,a6a87e356cd6e861c417e5e761e8749ab181da5d2f86f1089a1a4f97dc749216
37,9,135520,1120,b6cf0b2fe83f096a423b281280bed33fa49f98e1ca28985d432cb4dab1874044
37,10,136640,1120,c28dc3b5f3b4945ccbbcb819ac77f41991426768fff83d8c708c36d454b7a65e
37,11,137760,1120,2baf164d78d774ec844bf984ce34abfae67fd10117e5ac7e003443781d31d434
37,12,138880,1120,3dea28576d0e165dc7000be2c2945c1c7d5ce2338e80e78dc26806e88bebdb47
37,13,140000,1120,b1c82efb8cafeec49ba2083864a9722a94dfc7941340f1ee71fe04fd3a499568
37,14,141120,1120,c7e4f517d292be291a15a4370fbd2ffe7f373055ee284ea9d5fae3fa81851434
37,15,142240,1120,df2ceb4b12b5d3e033a267b806c6facc5063eb2d4889e7fb009d4ab739d7986a
42,0,143360,1120,4f712737610d24e0208ffc639f5904c1359f92286f1cc891ba78371e2371d737
42,1,144480,1120,78178782b402ddce75bf0d1ac1014a07b59a7eafacff205c11ac5e2ee8551e4a
42,2,145600,1120,fe1f19e7a9299d1c9df0bd857c0017f742b911f119109f5cc7386f0948230cd0
42,3,146720,1120,119a67b445f4f5576f3523253dc57e91ecaefa7267ed57f9380586a953d01764
42,4,147840,1120,421939a8b73e25ddbabbc6af2d6003ca232973f7a89674206229cafd8c0eedba
42,5,148960,1120,0e336227c93ddb568767966da4e86ea27936a1a0321645d294283f64384e9e04
42,6,150080,1120,edc27701349271d73f007e16a2560f7401a5f6abf4cd3bf2384d3ce423e33a01
42,7,151200,1120,edc0b85280b2bbb7ea96ac28e082f1605439b3521066324d5757351ea4a41c20
42,8,152320,1120,de0ed76334fc394ab9a68f9d740dcb8d894138e3159f024739fbc2241bf11eb0
42,9,153440,1120,8c83dd9fd6ffafad03b40b7a80a1b2456e4a21e12c42763cbb2b54060470ce0f
42,10,154560,1120,32d05ff569417b4f61756442fe8cbb548cf724703b7648fa890573160b28ceb8
42,11,155680,1120,8f71abda1783aacbde12b6f402a69b042c50e921439df0926ff98cd3b2d523c4
42,12,156800,1120,509c68e2e059ac26525ea58aa1e8358268c680ef517280826402c92cd0e32677
42,13,157920,1120,0c570204dab4d3555cb037e9c663e601d11628a4d5c334d659453baf4028dfc5
42,14,159040,1120,cc9672a58213ad411ad46127a108daac0a1d813920d880e589fda10063a90dcf
42,15,160160,1120,2ce6b23648f45a1853e39d26603d8a70bd7f335ac4f68d11b4f30c51e0f0beb8
47,0,161280,1120,ab04e6a259cdf2248688a9637f6bd8ceb9a9f568c69280e79a474b2f8a7febba
47,1,162400,1120,a9d33963b70dae6edc781ec0dec3da80ea4c0eebb68016b0c0f670a60b72030b
47,2,163520,1120,715738173c6fdd0bd19e7b4f1c32ee9ffcbf1eee52e146de599e5755d90fa538
47,3,164640,1120,989a9ceb939949dbeb92c3a74e1186a032f10f6e174d9c07bede1b623e1731ab
47,4,165760,1120,a3acdd6a3f680cb4502d03a6fb24a48c6bce6724c5551c9588e67c49afca6105
47,5,166880,1120,2d954e1bb10720b97ad44b9bde39367ec1434b39d647e9ba5167ac6f50e45238
47,6,168000,1120,79604a1ebd34558aece230adcf0157ddcd250b2a1bcd533c1896facdf4e4a854
47,7,169120,1120,5df2a05abdef925eaa25fb0baf3ad67399c58990c0c030bfb7130733f25070ae
47,8,170240,1120,cb727279039b20f93fb7c29844ae82a2efa442fd7e207ce2d0428727bdd67a74
47,9,171360,1120,793501922e4f155eff533c435690053ced8c426f4af39aaee074ee6beb0016c7
47,10,172480,1120,74fd268fe10b63d8f21874e3306f6fb0a08a1a986183940e868308cd1397a53e
47,11,173600,1120,46bde825bf8087439964f793f12401472b427259c9f2570c22b1e8721f7b3183
47,12,174720,1120,c1238262e14dcbc27640f0ef4a7d46ff13a67c99132280765e8bafe8bf261409
47,13,175840,1120,d10667347af97906386b3610df909b3733c726b72678e85c2508da65f288d10a
47,14,176960,1120,c1bf1e87f75535cb201db92dce280295e024448207b70ebd2f0db2075ed5bb18
47,15,178080,1120,578a2f3cce6f13a695d83b6a5cdd56279db4f80430496926045d71a0e635de19
52,0,179200,1120,4e7159fe35d50fcee66beb7b9f85bc05c70c9bbe9063a14c1df9ab3632aa3764
52,1,180320,1120,d6587b0b094c5cb2e19c8af8893aa4a332851ef183204f0dddac8e4159e28f1a
52,2,181440,1120,e4dd8394c7a9360a456b2e108179443cf7ec6ea10e41e66f82838fbb78f84332
52,3,182560,1120,f053e4b6c04d393810077ca90f9ca5609d3fc03497d0bd7acb49e54e995491f5
52,4,183680,1120,aef66aa98a601045df88bdfc745001ceec62ca956c95d06520aeb21d86ba0b68
52,5,184800,1120,c326be21881b9956dd074f351c66f78e464bf2e131c284644de16e1f0dcd923f
52,6,185920,1120,01c670fe5a4cc80981091d232b84d5c62486bece410a2a280647ce6f84976de6
52,7,187040,1120,28e8dcd46456fafff36d6efde741102ad1b4657c6d4e7544e20a90fcb51f00f8
52,8,188160,1120,aa254845d75cd39a0b645cdd4e8474c3e79453b0abca23762a186c2491bbfb26
52,9,189280,1120,548ac7de8e1c9a9169218be4eeff11928748ebd1b5f812fbfafc001b3a4130a8
52,10,190400,1120,a08102c7f0ed043ff1014aa1487d067e13ac1d5e0f335a6821cd4acac30fb5a8
52,11,191520,1120,69f84b8d696d127afcfd9d966c05e4819ffc200f0cbb637782bc9655cbd85ce5
52,12,192640,1120,2909e9ecedbeaacc48700a4c2609203bac546185bc4f1aed48f8270f3c694f24
52,13,193760,1120,ecaf9384766326b4ce24d84bbcc884bb9753c9404a3aae51d17a8b58fbfc1ac0
52,14,194880,1120,4c7908c069a4a158a3ae5e0995785f074f2d4b3071719cb5dff4afc9ab16c46a
52,15,196000,1120,cf341b08da40edc44239bf33b8aa6b9a939c4e1bdb1751b51806b62e4b282616
57,0,197120,1120,81893d34b936f168de3e4976fbea08bd5674c40d6e769421ae24afa1e675a49d
57,1,198240,1120,96181dd1628e4106405fe4d3008105224ac3be3217b377a92d4e3ebc90992bb7
57,2,199360,1120,eceb32d818077a47915dd5d3d6620cd80fa8f9c47f7b73049833123faafc848a
57,3,200480,1120,7339c41cf0e181204ab47edd5a9acdc72196ad0747f59aba1cb15f4a46aec198
57,4,201600,1120,330a808da8baea50857c75c9dd86750c9157322fc00eea783a90d1873e34bbb6
57,5,202720,1120,4f532c3044db5b5e459878b1984da2673bd94464639a17d1e0e4d6326e5ac4e9
57,6,203840,1120,17bfe7dc395634f4b1c96dc2393266305d7c771414268894535cf1ef177a46de
57,7,204960,1120,963ade7190ef01a18805c7dd108a0587218acf3190d47f4f7e0de834c2157471
57,8,206080,1120,e6f19aa94d3f6fdabe2babc124944e96b583ecbac6e96f59a57983b77d7724cc
57,9,207200,1120,673c68e8a6bcb4e072fda5cdf80a7c589e774c8313935f30d1eca5be8da5210e
57,10,208320,1120,7578c27520db47470a218810bceae3e9f21ad7cd4d487c914c051efff4b6b2e5
57,11,209440,1120,9cb9490952a6891010bdb19d44295b5e3a1113d257ccaa451c4c23043da0d8a4
57,12,210560,1120,2248acb78bf9d7bd4353b7d0eff1109cb705035fc7a12f2fc8cd420ac00d5dc1
57,13,211680,1120,565ef8b1fd0c25d8549192934a1e8c5470b4f067520bf218ba195a3c690c747f
57,14,212800,1120,3437536b559a233feabf581d8458bf6e937c5467b1b6a9fc19ce6cc609dbfa98
57,15,213920,1120,3e3cee35055c4a9dd286494637d68f52765219814d48c5e733cdebd655fb45cf
62,0,215040,1120,87bb047184f1e815a9b4ab1057096d66c07cc20fcf07e47b0003345dcac02532
62,1,216160,1120,0860b4e9f58ce1712e8b8e1a14077ffd842d3d7af42ec7c70457aef2675ae2e6
62,2,217280,1120,4a12a5ea1d192e86c21e62f9d5cea0e7d0daff90f3ce84c4cfd47f34c778436e
62,3,218400,1120,913257dca8fa623b919fd5bce450edcd41e0e4bab63ac311a626ec53e570f7a7
62,4,219520,1120,cc242119d3739aca9a96985cbbf1dea4b1b148bba0780f800c83e7c277a13cb7
62,5,220640,1120,febd0661e8c3e367d63f8f7cc0a3f58a32bccf59458a1db87b4b220fc453a670
62,6,221760,1120,ee2077f5c691c6464cb3a0156a7998636e125777043594b2402382295091fc24
62,7,222880,1120,ea2b4164d7f64fed8c07e8453a31c2483fa55ae5ab9f5082e1fb4cc1b2ca0329
62,8,224000,1120,e3a9c5a7c327fc8b534a4a93ded76f4d452b4c9be6f1b5ca2bd4536037cf9429
62,9,225120,1120,e586b66307370e75a9d6c15caf5bfc30a04ba922967a7e968f51c10d2bee0468
62,10,226240,1120,0604857b866787515cc40bda01a3357fb0e706bc044a30ec848de2d96596e4a1
62,11,227360,1120,a891374c45bd913eb5b7ca8d1470de04c28c9e0c620836b28a494626af02473c
62,12,228480,1120,d32ebdbe77811b1df0c9151cc9df9f83a8809318c1e0c93c9b89756f2e4a211a
62,13,229600,1120,989eafefdb59f7354a919ef5f8d8cb78dd8c6a951bbd509df48a9b01ba5deb99
62,14,230720,1120,6e1e43f7a724bdd3facc2e5f2cebdf2e0bcf910cf47997f1a117a9cb63cd7236
62,15,231840,1120,7b9ca516a65cba59135020bc42fe8bb0a93fdf98e22eb8c4f3c08bf68e15a517
67,0,232960,1120,8be12f0111d2621abee9609dab9560666ed03f7695fe29b10fc70ec2be4229ad
67,1,234080,1120,d24b958b586250f4b54d2facc9e67935db2552ca7f76bf62545b022fc9e75897
67,2,235200,1120,ffe50ee84f9da1d11696326fdee8695dcd25d66b968c96651ee8c28fe0b937af
67,3,236320,1120,71698773e26e8132397e561d111162eabbc8098766108006b09ab570d10a5126
67,4,237440,1120,4bcb1f5a14b548298703d50ac0f3c3d7f89687119a3e58cb17a56bda4d5fd264
67,5,238560,1120,37fdfc0b360140adf53884d56f18ef29d4b888b264c4dfec97959f417506149d
67,6,239680,1120,67884d7cfcc2495622ab1dad8ae3f0e88bb9735dfc793c287d53ed94300dc0dc
67,7,240800,1120,5af4e03343ce06cd79cd92b10e109d7d0b312f315ab2c62b3ccb3eb6c6607a30
67,8,241920,1120,af05a2560e5f60e1a4997eedd3957943c65a07c415316dc07d38096ebbc4d4ac
67,9,243040,1120,7b95c32bf7b4f1b2cc855f98e82fdd8a6d1c7fc6e2d119acbb66de10c02e013d
67,10,244160,1120,f0ea0c6c4d3b66fcb4d567247a27132a9579869b5dfd662c0ea3d4650508c20f
67,11,245280,1120,af8cf75b09004fe896f4ab38481751196a446ad9461fef32f2b8b02f383800e4
67,12,246400,1120,8bc4552b2508fa77553cdac139c8cc8c9f6d3cab164cdd8fe2c308a618f37543
67,13,247520,1120,8aabf45927b85a3d8a56d4b0c7f760bbde1e4ff94958ac770ea5b4d96d1d798f
67,14,248640,1120,d458a61e34ffa53cd59a65fce5b4105f4c07134ff72dfd605fc74641577718ec
67,15,249760,1120,e9890f17f2959091c7dbe810b40ab019add6a6f6f1679574703656ead9ffd462
72,0,250880,1120,9c89d7ab6dc62ca3dc57641f5787a4cd6b819519e7b653f07ea3cfdb11288ef5
72,1,252000,1120,2772ef6e0efd1925993b1fb8b1b92e7a4d9040c21eb80796ebe8c99d4ba75319
72,2,253120,1120,1aa2bb62606881c6bf9ad0b058e81879ed4f18c34df1c2148a13c455ad600cf6
72,3,254240,1120,56dc5645aa93704533ea1381efe1d28568cc266da114bdb493e2329fcb3e9e49
72,4,255360,1120,4558ca8c997478d2c79a01f2457b727c73710d6b8be961cf7bd7c23737ca1767
72,5,256480,1120,c8456937a096e0623ed8bc2ce4a67c1ef9da49a231554ae6c53d0fcc0934bb67
72,6,257600,1120,406e76fc2346bba0e89a5e4fa356471bddd10038cb1f1c70108a0a91e11c3fee
72,7,258720,1120,e9e99a0c315cee77ab01da64080d35a04a4e8ff9e010c60bebb870fba84d137d
72,8,259840,1120,5f7021b25539d480e68f6fdf8dae83337bf72fb6238bd341dff9b3a4797209c7
72,9,260960,1120,de57f23efb99a29fa8808109f61b7ae4ea311385b44a1860dab9fb2577b507b9
72,10,262080,1120,f955a159b045899223c942dbf14845a44e45ea3684b8175c1a67def78e070100
72,11,263200,1120,c6fbb5e16c2355388b6be19f0ebb64bb9a232bc813c5e6838d3d617aa2182c48
72,12,264320,1120,09f28625153c1dc2c91a1fb300e1f77fc4f3665c7fea1cbedb626df6366f734c
72,13,265440,1120,a586ba72f2728a7f1bff6615aa74d2192fae1fca4670559846a6fdb7987f1c7e
72,14,266560,1120,dccd04a6593fc124db40c521c93140cbfeda16127582addb61d4e52696488570
72,15,267680,1120,b44fd3faac3780799326ac15953ba5a50968308fd49a0b0e03b0020d6139031f
77,0,268800,1120,9db9ebd8ee73dfca7de6a108bb08adc73fc73b507c5f49b1e61edcbbcc28abf5
77,1,269920,1120,91e21c4867fe652e69bf2fc9be7276acbffa869b5543405d124d3f1a96c3d611
77,2,271040,1120,37e84aecace613236522ce8f159e960225f84c96a03e9dae08984b2ff6da0170
77,3,272160,1120,c019ef93b51afdc4b44986285b49360c98d2bcddc9c76e34a3f7f2157b16e21b
77,4,273280,1120,8dd46a71d7b87e5c27225424cefeb296042e3c9e4a2949851d45e2b543158862
77,5,274400,1120,4cb9a85165012b23e034e4ece3102d5f6172537be7c30cea81992c424768810d
77,6,275520,1120,f8b7fea10ea0db477c74e3a18aa32f7bfb6f78bf624265f5eb0734d2e3d2c758
77,7,276640,1120,8377f617bdfeece13bac1b72ada6c1835d6030eea4fd50ea3aecbf9ae803615b
77,8,277760,1120,f4fc7bcee4f2f328a8e3966ad8820fa3d2a1fd1ca4a418b5aeee75ab1491a066
77,9,278880,1120,9f2c4ad8d391a536654d0e6cc2b060ce4b4eba798ae043a931d8e880b26f5545
77,10,280000,1120,4c3b4c3d57f7b63e03ab7f211c67db8351bc9edaa46cc951c95140d28340584a
77,11,281120,1120,2da4541c8c870b4ce308d8ed17bac597be68ecc2ce341e8685c917f91d924ddb
77,12,282240,1120,56c0a3b90c24656cf1dba3d73c813542305a1bca021771dcc1f5f767069c4bfb
77,13,283360,1120,b8d6998f6dc46907c66d02b22f82d058cca2154c0fd4d45bd8194c88aac011e7
77,14,284480,1120,1357e610dd98cac45fc628786a828574238e62dd06a014a49bec32665108c932
77,15,285600,1120,e0c0b2874aa34d6dedce18b3dd3fb2a0871a55f7db34cd76c1da126d5311e57f
